seller_issuer_id,servicer_from,issuer_id,servicer_to,transition_month,n_loans,total_upb,frac_seller_n,frac_seller_upb,frac_buyer_n,frac_buyer_upb
4207,MORTGAGE SERVICES III  LLC,4092,PHH MORTGAGE CORPORATION,201506,8,0.0,1.0,NaN,0.000048880036171226766,0.0
4245,TOTAL MORTGAGE SERVICES  LLC,4158,ROUNDPOINT MORTGAGE SERVICING CORPORATION,201506,6,0.0,0.1935483870967742,0.0,0.00020274379941880111,0.0
2936,BANK OF AMERICA  N.A.,4094,PENNYMAC LOAN SERVICES  LLC,201507,48854,7557006224.42,0.13111894211646488,0.13106287578401984,0.09467425807426814,0.1057320349405704
4034,AMERICAN FINANCIAL RESOURCES  LLC,4150,LAKEVIEW LOAN SERVICING  LLC,201507,21451,2955329307.11,0.5983375638057515,0.7088659974156456,0.07031408772953447,0.06954359938573652
3736,ARVEST MORTGAGE COMPANY,4329,ARVEST BANK,201507,19056,2015196700.26,1.0,1.0,1.0,1.0
3907,BANK OF AMERICA  NA,4094,PENNYMAC LOAN SERVICES  LLC,201507,6038,472578198.38,0.318930910627509,0.3451584165403775,0.011701051505555964,0.006611964195795129
4269,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4150,LAKEVIEW LOAN SERVICING  LLC,201507,3574,600588835.95,0.6224312086381052,0.9944013625995999,0.011715190412817874,0.014132810615171838
4017,BANK OF AMERICA  NA,4094,PENNYMAC LOAN SERVICES  LLC,201507,2302,267783279.93,0.5923829130211014,0.648445507852735,0.004461050110266616,0.0037466253525856195
4178,CMG MORTGAGE  INC.,4159,PINGORA LOAN SERVICING  LLC.,201507,1692,0.0,0.11235805830400425,0.0,0.019201961051341414,0.0
4269,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4085,DITECH FINANCIAL LLC,201507,1059,0.0,0.18443051201671892,0.0,0.011432334398480007,0.0
4236,NEW AMERICAN FUNDING  LLC,4150,LAKEVIEW LOAN SERVICING  LLC,201507,817,0.0,0.06467701076630779,0.0,0.0026780387709211535,0.0
